-2.38080813559493;-11;-0.504579;-0.12558;-0.085154
-2.40803993195515;-11;-0.504579;-0.126002;-0.085522
-2.43305231527865;-11;-0.504579;-0.1266;-0.085838
-2.45602149400672;-11;-0.588852;-0.127388;-0.086097
-2.47842953192698;-11;-0.588852;-0.128361;-0.086297
-2.50092740194384;-11;-0.588852;-0.129524;-0.08643
-2.52352662323036;-11;-0.588852;-0.130885;-0.086498
-2.54484009536353;-11;-0.588852;-0.132475;-0.086527
-2.56405779358419;-11;-0.588852;-0.134331;-0.086584
-2.58173220186707;-11;-0.588852;-0.136482;-0.086767
-2.59849144675666;-11;-0.588852;-0.13896;-0.087192
-2.61464117031158;-11;-0.588852;-0.141804;-0.087983
-2.63030457532373;-11;-0.588852;-0.145055;-0.089262
-2.64549202904886;-11;-0.673125;-0.148749;-0.091126
-2.66016874707497;-11;-0.673125;-0.152914;-0.093652
-2.67436127586;-11;-0.673125;-0.157569;-0.09688
-2.68816422970269;-11;-0.673125;-0.162721;-0.100824
-2.70173432171658;-11;-0.673125;-0.168368;-0.105473
-2.71506036434116;-11;-0.757398;-0.174505;-0.110816
-2.72786397756074;-11;-0.757398;-0.181129;-0.116846
-2.73976961888017;-11;-0.757398;-0.188238;-0.12356
-2.75057236919198;-11;-0.757398;-0.195821;-0.130947
-2.76006097384349;-11;-0.757398;-0.203863;-0.138994
-2.76829337776588;-11;-0.841671;-0.212339;-0.147674
-2.77534373999907;-11;-0.841671;-0.221217;-0.156956
-2.78153742482221;-11;-0.841671;-0.230455;-0.166795
-2.78696824368259;-11;-0.841671;-0.240013;-0.177149
-2.79192808544432;-11;-0.841671;-0.249841;-0.187968
-2.7963509243018;-11;-0.841671;-0.259892;-0.199207
-2.8000413008321;-11;-0.841671;-0.27012;-0.21083
-2.80306768430176;-11;-0.841671;-0.28047;-0.222787
-2.80564872955949;-11;-0.841671;-0.290884;-0.23502
-2.80658427839843;-11;-0.841671;-0.301309;-0.247457
-2.80604460514043;-11;-0.925944;-0.311656;-0.260076
-2.80507399263681;-11;-0.925944;-0.320787;-0.271588
-2.80369008616632;-11;-0.925944;-0.330598;-0.28454
-2.80189676035989;-11;-0.925944;-0.340824;-0.298955
-2.79999970963602;-11;-1.010217;-0.349458;-0.312179
-2.79747306629108;-11;-1.010217;-0.357335;-0.325473
-2.7948053479827;-11;-1.010217;-0.363655;-0.337467
-2.7913639426702;-11;-1.010217;-0.370212;-0.352126
-2.78819510542699;-11;-1.010217;-0.374921;-0.365401
-2.78224714550924;-11;-1.010217;-0.378456;-0.378583
-2.77428982293025;-11;-1.09449;-0.380653;-0.39164
-2.76655009054911;-11;-1.09449;-0.381275;-0.404526
-2.76069089807712;-11;-1.09449;-0.380233;-0.417183
-2.75532462149248;-11;-1.09449;-0.377493;-0.429591
-2.74980486065341;-11;-1.09449;-0.372933;-0.441764
-2.7452012754986;-11;-1.178763;-0.367166;-0.452529
-2.74097672349744;-11;-1.178763;-0.35795;-0.465457
-2.73672963929563;-11;-1.178763;-0.347559;-0.477031
-2.73234109615796;-11;-1.178763;-0.33521;-0.488483
-2.72955652805616;-11;-1.178763;-0.320824;-0.499848
